标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业
zxw,zz,896b62e3-2b63-40fc-a6fd-aa68fb0ecb69,626,http://www.rabbitpre.com/m/Jry2e2p,极速集团旗下极速商城即将火热推出！,新商城产品更多、玩法更多、赚钱也更多！,产品推广,null,电商,
zxw,zz,b387f677-cb0d-4e85-b580-e663392ab065,627,http://www.rabbitpre.com/m/iYBBFzc,23-24号一得珠宝会员日!,23-24号一得珠宝会员日，我们全体员工将竭诚为您服务！！！,产品推广,null,珠宝,
zxw,zz,5969876c-a3cd-43a1-bd0b-a558f64de7a5,628,http://www.rabbitpre.com/m/ei6bAfC,2016多多熊大型招聘专场,仅需才华横溢者，有胆你就来！！！,招聘,null,特长或素质培训,
zxw,zz,86a70140-babf-4776-9599-9d6c5e9e713a,629,http://www.rabbitpre.com/m/aMeizNAml,你有多久没有握过妈妈的手？,衣服的每根走线，都有她最深的牵挂；面料滑过肌肤的抚触，是她曾给你的温度。,产品推广,null,常见生活日用(可考虑再细分),
zxw,zz,dd7cde95-6a09-46b5-8f1e-37e450fcbd8b,630,http://www.rabbitpre.com/m/zjribMYBU,京东商城食品饮料招商会（上海站）,7.26京东商城食品饮料招商会（上海站）,招商,null,电商,
zxw,zz,360433fd-19f2-4b62-95e6-75dad4a17dd0,631,http://www.rabbitpre.com/m/qUfaEnbMh,[副本]请认真填写个人信息,,个人其它,null,无行业,
zxw,zz,18fdf1fc-0d1f-42ce-a512-1a2dc00dde7a,632,http://www.rabbitpre.com/m/7Ifyry7Y2,江西工贸学院轨道专业期待与你相遇……,订单培养，确保高品质就业！,校园事务,null,应试及考证培训,
zxw,zz,418a7822-2acd-432f-9df0-95d686db10b9,633,http://www.rabbitpre.com/m/jIrUV3a,2016盈玫亲子春装首发, 它是亲子出行的装逼利器 也可以是日常好搭单品 它最懂世间妈妈心 也让宝贝心生欢喜 它用心发现妈妈的美 也细心呵护宝贝的肌肤 它用舒适的穿着体验打动你 它用如一的品质追求证明自己 它有妈妈的温柔如水 ,产品推广,null,电商,
zxw,zz,56f7b68f-cd8a-47bd-a601-57e022017e4f,634,http://www.rabbitpre.com/m/3uaaqqR,蓝漪庄园休闲娱乐,来吧！就这这里,产品推广,null,度假,
zxw,zz,8e1f872b-52e2-40f5-aec5-65f9c9198430,635,http://www.rabbitpre.com/m/VnjbibyVf,美哭了！一组浪漫的自行车婚纱照,自行车婚纱照,产品推广,null,民用机械,
zxw,zz,abe0c862-5ef4-47e0-8a59-e44119e56226,636,http://www.rabbitpre.com/m/EnaeQzm,同学会,2016年温州医科大学2001级口腔班10年同学会,朋友聚会,null,无行业,
zxw,zz,590ab24b-c50a-4cab-9808-f5aac5caf3c8,637,http://www.rabbitpre.com/m/fYFFJzG,母亲节中国黄金恩情版,妈妈我爱你,产品推广,null,珠宝,
zxw,zz,9f81a9bf-e24c-4d37-90f1-4c4ce3e1b619,638,http://www.rabbitpre.com/m/ZBeUR2rU3,60分钟读完《人性的弱点》,加入有书共读，共读《人性的弱点》。,产品推广,null,特长或素质培训,
zxw,zz,2278434d-acd7-4220-b655-23d09a44b6b7,639,http://www.rabbitpre.com/m/iUJNFzy,苏若曦——面瘫——撩汉,,心灵鸡汤,null,无行业,
zxw,zz,3915ecd4-9cb2-4065-83ba-52d13c3a0623,640,http://www.rabbitpre.com/m/e6YBuERIw,【大同】店长强 门店兴 给你个店长要不要？,东方美食中国餐饮卓越CTP系列课程 打造360度全能型店长班济南站强势来袭 ,产品推广,null,餐饮,
zxw,zz,6cdaf406-57d4-49ab-b1ba-da8a2cd29ec8,641,http://www.rabbitpre.com/m/qAn2Uv6,凡尔赛精品看护班,,产品推广,null,商业经验技能培训,
zxw,zz,8f3b97de-eb9d-4862-b09f-89a0abff1aaa,642,http://www.rabbitpre.com/m/quYrymk,新美姿发汗,产后发汗  新美姿口碑之选,产品推广,null,保健按摩,
zxw,zz,45f7d541-16db-4f8c-8247-fab7ce4b827d,643,http://www.rabbitpre.com/m/IZJbmey,2016驼铃梦坡国际少年领袖,让您的孩子拥有领袖气质。,产品推广,null,特长或素质培训,
zxw,zz,91e9d3c6-3246-4b03-8f26-fc3aa50f2c7a,644,http://www.rabbitpre.com/m/6zqAjaP,每人两张，陈奕迅演唱会北京站门票，你会不会陪我看？,,产品推广,null,音乐,
zxw,zz,d31bcc5d-6e9a-4f04-aa6a-0e3117d11632,645,http://www.rabbitpre.com/m/fiqi22R,叙永居然出现一个这样的公司,,产品推广,null,商业经验技能培训,
zxw,zz,c33d6e6f-8e9c-458e-8901-054d5b53c191,646,http://www.rabbitpre.com/m/vYVF3yJ,中兴通讯政企网湖南办事处招聘英才,我们期待您的加入！,招聘,null,通信,
zxw,zz,65e331aa-f897-49f9-afa8-044f66115406,647,http://www.rabbitpre.com/m/EvMIvyV3Q,超低震撼价格启动订购北汽新能源车+腾势新能源车,超低震撼价格启动订购北汽新能源车+腾势新能源车,产品推广,null,汽车,
zxw,zz,2c951ebb-eaa7-4021-baf7-65196841932e,648,http://www.rabbitpre.com/m/yVv62NQei,【HaploX招聘】归队吧，程序员们！,寒冬将至，我们需要你，归队吧，程序员们！,招聘,null,工具软件,
zxw,zz,da177b55-927f-4e87-9680-c85c3c4b32b3,649,http://www.rabbitpre.com/m/jEVFjm6,十一，唐山皮革城消费满1000送660,唐山皮革城4周年庆！10月1日起，在指定商家消费满1000元送660元，满10000元送6600元！,产品推广,null,材料,
zxw,zz,76139a42-51f1-46cf-8d79-dfd0b5581930,650,http://www.rabbitpre.com/m/vuErYj7,热烈庆祝登封尤西子盛装开幕，礼品多多，惊喜不断！,,开业,null,常见生活日用(可考虑再细分),
zxw,zz,16179b7d-674a-45f2-b989-6ab2b440ecdb,651,http://www.rabbitpre.com/m/ARNjMfl,圣牧高科饲料车辆招标邀请函,,招商,null,民用机械,
zxw,zz,1b864c7c-8775-4115-9027-2a56b6fa3b71,652,http://www.rabbitpre.com/m/amE3Abz,2016年瑞倪维儿慈善颁奖盛典,六安市养生保健行业协会暨2015年终瑞倪维儿慈善颁奖盛典,公益,null,保健品/OTC,
zxw,zz,556fab7d-b905-44ca-898b-481fab68a134,653,http://www.rabbitpre.com/m/v62FvyVJU,大连咖啡地图——世爵西餐咖啡屋,世爵西餐咖啡屋精心准备，以口感圆润香醇的意式咖啡，各国进口的系列啤酒，和食材地道口味纯正的意式料理。,产品推广,null,餐饮,
zxw,zz,bd2ccf40-8726-4a20-b6fa-9326614ab095,654,http://www.rabbitpre.com/m/z7YfyVnj2,广易钧泰茶城,主要经营茶叶、茶具等相关产品批发零售项目；是集多元化一体的专业市场。,产品推广,null,茶,
zxw,zz,4506f473-bca5-4164-9945-23519977733d,655,http://www.rabbitpre.com/m/6BnIFro,一首离别的歌，送给思念的人！真的听醉了！,,心灵鸡汤,null,无行业,
zxw,zz,8423d7aa-6d57-4966-8cec-e2bc576640f4,656,http://www.rabbitpre.com/m/nFf6YvyzZ,西班牙太远，请来湖州哥伦波,,产品推广,null,度假,
zxw,zz,dd6b16a6-4c50-40a9-9f90-e4f5e855c359,657,http://www.rabbitpre.com/m/MJNVvuI,茜茜雨露的圣诞祝福,圣诞到了，元旦还远吗？新的一年又要拉开序幕了，亲们，准备好了没，在新的一年更美，更美，更美好！,节日祝福,null,护肤,
zxw,zz,b40f4a03-dbcf-49c4-bda5-9beceb752856,658,http://www.rabbitpre.com/m/Ffiamu6,我是第{{count}}位藏地传奇自行车赛的代言人,2016年甘南藏地传奇自行车赛,体育竞赛,null,其它社会服务,
zxw,zz,a2f8cba8-10ec-4062-9c56-f11326cb0bf2,659,http://www.rabbitpre.com/m/2z7IfUJBB,新加坡天后元旦惊现柳州,新加坡天后元旦惊现柳州,明星见面会,null,音乐,
zxw,zz,23cff2db-a8e2-4873-812b-2be6b655342a,660,http://www.rabbitpre.com/m/Vvyj7QQuu,广州塔晖粤轩中餐厅2015年12月22日盛大开业！重磅来袭！,广州塔新派粤菜——晖粤轩 2015年12月22日盛大开业！重磅来袭！敬请期待！,开业,null,餐饮,
zxw,zz,025fdde5-c104-46b2-b580-2ce87ae3a421,661,http://www.rabbitpre.com/m/MvuMNzp,修水县职业中专/技工学校2016年招生简章,欢迎入读修水县职业中专/技工学校，公办国家重点中等职业学校，国家职业教育改革发展示范学校。,校园事务,null,学校教育,
zxw,zz,fa709738-b238-4a4c-9704-0a1f453097fd,662,http://www.rabbitpre.com/m/QeiNYnFZH,路道807项目发布会邀请函,路鹏携手神秘大咖邀请您参加路道807项目发布会。,产品推广,null,基建,
zxw,zz,f5187c27-4985-4f56-9f2d-19ef0121dd3e,663,http://www.rabbitpre.com/m/EVfy2uk,52生活网年会邀请函-1月23日,玩聚成长在一起,年会/庆典,null,内容平台,
zxw,zz,865e3e0f-9d6d-4a35-9d56-940720f0c535,664,http://www.rabbitpre.com/m/eUBeqUB2W,壮乡美、姑娘更美（广西）,山美水美人更美,个人其它,null,无行业,
zxw,zz,8f2acfe5-c7c3-40a2-951c-13aab36d349f,665,http://www.rabbitpre.com/m/Yf62VJJBx,宝丰酒业国家级白酒评委表彰大会,2015年中国技能大赛第三届全国白酒品酒职业技能竞赛中宝丰酒业两名品酒师荣获国家级白酒评委！,年会/庆典,null,酒,
zxw,zz,bad604ca-13bd-4da0-ab35-a23925dc3d09,666,http://www.rabbitpre.com/m/ZjaAJjb,不错哟婚宴邀请函,不错哟平台「迎娶」Q美商城，三天婚宴有喜献礼，诚邀您光临~,产品推广,null,购物中心,
zxw,zz,57bb4d74-a896-4a03-bc90-3f81a48f7616,667,http://www.rabbitpre.com/m/BF77fup,史上最高返佣，是时候大干一场了！,全国招募社保代理，轻松年赚百万的机会来啦！,产品推广,null,工具软件,
zxw,zz,3923f12e-4fb3-4302-9f33-6193378b792d,668,http://www.rabbitpre.com/m/3bayb6Amo,东方英才国际幼儿园欢迎您,感恩收获的2015有您陪伴 期待绽放的2016与您同行,校园事务,null,应试及考证培训,
zxw,zz,a14f8cad-f1ce-4a18-849d-aad8ece1fca8,669,http://www.rabbitpre.com/m/mra6uERmz,国庆七天乐、邮储伴“礼”行,集赞送好礼，活动期间转发朋友圈集齐50个赞，即可到指定网点兑换纪念币一枚。数量有限，先到先得。,产品推广,null,邮政,
zxw,zz,895fd988-7a38-413c-8824-9041721302d4,670,http://www.rabbitpre.com/m/zMnequS,高端智能晾衣机晾霸怀化店盛大开业！,,开业,null,常见生活日用(可考虑再细分),
zxw,zz,375d01a7-d70c-48fe-9e4c-9d7c9b1a824c,671,http://www.rabbitpre.com/m/2jFRmN2zY,最强王者争霸赛，年度盛典,尊悦雅爵健身，年度盛典，最强王者争霸赛第二季马上开始啦，奖品多多，美食，美酒，型男，靓女，等你来哦！,年会/庆典,null,运动健身,
zxw,zz,3849d730-b8b7-4431-8503-243970c346da,672,http://www.rabbitpre.com/m/VvAZfap,韶关中一年会邀请函,,年会/庆典,null,会计,
zxw,zz,d4267db7-e6e4-4d34-bd58-159def391134,673,http://www.rabbitpre.com/m/UfqYfeG,[ 圣 火 传 媒 ] 战略发布会邀请函, 颠覆媒体新思维！,产品推广,null,广告,
zxw,zz,3861f4b4-b05c-44a5-bc03-d957e587a5d7,674,http://www.rabbitpre.com/m/qMQQu6AQk,智能互联掌控系统,      风禾尽起 智能互联掌控系统,产品推广,null,非生活消费品,
zxw,zz,dcd153ea-2903-480c-a465-f2c38014a17c,675,http://www.rabbitpre.com/m/jVRQ27eaV,掌门1对1正在找这样的你！,青春还在，追梦要快！,招聘,null,应试及考证培训,
zxw,zz,6c85af02-dc97-4ea0-a5b0-286ffc9a4c17,676,http://www.rabbitpre.com/m/u6zue2q,导协2015年度表彰大会，4月10日20:28 盛大揭晓！,中国电影导演协会2015年度表彰大会将于4月10日在京举行。大幕将启！,行业论坛,null,影视,
zxw,zz,a24496bc-2609-4982-a7eb-83c4b7aec540,677,http://www.rabbitpre.com/m/yqUnYnu,中建二局上海公司南京南站万科项目部,     技术经济相结合      降本增效扩收益,产品推广,null,建筑业,
zxw,zz,c8b7865e-3d4d-4c94-96c1-4fd84cfad995,678,http://www.rabbitpre.com/m/BIBuMuEna,君浩家具,高档实木童床,产品推广,null,家具,
zxw,zz,58ca6396-870d-4f50-b4c2-5216445b535b,679,http://www.rabbitpre.com/m/vqA3yy8,左右家居10月1日至10月7日，与国同庆，左右逢礼,免费不锈钢送保温碗啦！如您家正在装修，打开链接，翻至最后一页填写相关资料领邀请函，凭函进店登记即送,产品推广,null,家具,
zxw,zz,b61b4692-844f-4ec0-a0d0-1e73a0f4a3b0,680,http://www.rabbitpre.com/m/2jbMeqE3M,军队这么好，我想去看看,2016年全国大学生征兵工作全面展开,校园事务,null,,
zxw,zz,c319f655-b4e4-4d27-9164-74332de411a4,681,http://www.rabbitpre.com/m/Nj2EVvB,克明面粉/儿童面/异形面产品介绍,,产品推广,null,休闲食品,
zxw,zz,e14bb1f1-e794-4d5d-8c6d-0f0285268bb1,682,http://www.rabbitpre.com/m/Yf6eMuUJ5,❤呀咪：感谢柳州市民的热情！,柳州第一家西餐自助餐厅,产品推广,null,餐饮,
zxw,zz,76e548e6-df68-4033-a7f4-e6c10282c8ef,683,http://www.rabbitpre.com/m/Q2biNeMeK,中国（2016）黄金市场与风险管理论坛-邀请函,时间：8月18日（周四）13:30-17:15 地点：上海期货交易所二楼多功能厅,行业论坛,null,其它金融服务（待分）,
zxw,zz,153a3941-5e57-49ea-86de-ea5a593af271,684,http://www.rabbitpre.com/m/BnMZbym,环游大新疆，唯一一趟穿越喀纳斯和伊犁那拉提草原的专列巨作。,环游大新疆。唯一一趟穿越新疆喀纳斯和伊犁那拉提草原的专列巨作，8月6日盛大开行,产品推广,null,旅游,
zxw,zz,0f683d64-1aeb-4ab8-9210-ad193204ba8f,685,http://www.rabbitpre.com/m/JbiI7bw,全国现场管理星级评价活动,全国现场管理星级评价活动由中国质量协会组织实施，为广大企业提供服务，致力于提升企业现场管理水平。,行业展会,null,机械制造；建筑业,
zxw,zz,58071513-6cad-490e-b0e5-4efcc33c7ea9,686,http://www.rabbitpre.com/m/nquUju3,大庆电视台家装大集-盛大启幕,2016家装大集马上开幕了！！权威媒体·大牌品质·诚信优惠·保价三年，10月22日上午九点盛大启幕。,产品推广,null,家装建材；家电,
zxw,zz,48096835-1ab5-4b94-a66c-af507eb064bd,687,http://www.rabbitpre.com/m/IRmjVRQmp,恭喜您！获得北京大学微商高级研修班的资格！,“这次，也许是不花老师今年最后一次为大家为你重磅开讲，所以我选择一个人，连续给大家讲三天课程，把我的,产品推广,null,商业经验技能培训,
zxw,zz,17848b11-8a8d-465d-9d38-fac2bc636a73,688,http://www.rabbitpre.com/m/yYfUfe4,宝力高搏击专业运动员招生中,这里会让你强壮还会让你强大！自信！,校园事务,null,特长或素质培训,
zxw,zz,dacfdf61-6da7-4117-a604-93ac88266720,689,http://www.rabbitpre.com/m/eirijFBex,芳香庄园第五届中国—亚欧博览会战略合作商 官方唯一指定葡萄酒,芳香庄园 第五届中国—亚欧博览会战略合作商     官方唯一指定葡萄酒 ,产品推广,null,酒,
zxw,zz,ac7e5796-355e-4147-8c1f-431b36a72639,690,http://www.rabbitpre.com/m/BZRFjuy,I  Need  You~~~我们在金证等你，不见不散！,     金证广撒英雄帖，诚邀各界IT精英共图霸业……,招聘,null,工具软件,
zxw,zz,fb39c5a0-ef82-4a1e-bc44-2082c372edbc,691,http://www.rabbitpre.com/m/vIZBfek,九黄3日游，醉美嗨玩！,九黄3日游，醉美嗨玩！,产品推广,null,旅游,
zxw,zz,45ae5634-de62-4b90-a707-734df99e8073,692,http://www.rabbitpre.com/m/3FBYJnVZ3,六婆串串香威信店,六婆串串香威信店四月十八日火热开业,开业,null,餐饮,
zxw,zz,5c1c4b9a-3671-4e3d-a5df-0fea3e9e1506,693,http://www.rabbitpre.com/m/VBrUnic,元旦哪里去，南湖宠物嘉年华欢迎您！,2016第四届南湖宠物嘉年华 暨CKU第二届羊城杯国际全犬种冠军展即将隆重开幕！,行业展会,null,宠物,
zxw,zz,2e6e49f8-aaf9-4bb5-86a0-fe210cde00f7,694,http://www.rabbitpre.com/m/72rUZfaMO,给我一个宅在家的理由,三天神游之旅，逃离枯燥生活,产品推广,null,工具软件,
zxw,zz,fdc3e0d1-cada-40ca-b443-7316a5271722,695,http://www.rabbitpre.com/m/RNjmequ,三学宝贝夏季倾情预览秀,全国首家儿童棉麻服饰品牌,产品推广,null,服装,
zxw,zz,7b86e5ce-fc8b-4709-842e-975d808a75e4,696,http://www.rabbitpre.com/m/rQbmIfx,韶关武警,,心灵鸡汤,null,无行业,
zxw,zz,bc3d2c5c-3f6f-47f7-9e3b-a9d6e990978a,697,http://www.rabbitpre.com/m/eU7zieB,我是第{{count}}位点击帖子的HR，我的兄弟姐妹原来都在这里,加入一个组织、参与公益、实现价值，在中国人力资源发展和变革的历史上留下自己的足迹 ,公益,null,无行业,
zxw,zz,7698be46-048e-47db-b04d-225926771b49,698,http://www.rabbitpre.com/m/qMnQjud,太东天地花园：城央 高速路口旁 学位社区,太东天地花园详细介绍,产品推广,null,住宅,
zxw,zz,5fb05025-69e5-48df-b427-2740e30b4c12,699,http://www.rabbitpre.com/m/Z3zjzjbMo,当代书画家邀请展《体验长征·中国母亲路之旅》邀请函,纪念长征胜利80周年--当代书画名家邀请展暨《体验长征·中国母亲路之旅》大型活动新闻见面会邀请函,文化相关见面会,null,出版,
zxw,zz,e653fae0-96e7-48be-8e54-03bf4738796d,700,http://www.rabbitpre.com/m/3zVZJfaUP,暑假艺术培训招生,暑假班开课了,校园事务,null,特长或素质培训,
zxw,ljh,1c63a0af-6755-46a3-a7af-9d61607f170a,1601,http://www.rabbitpre.com/m/b6IBYv6AQ,文涛&李玥3.20婚礼邀请,2016年3月20日，陈文涛&李玥婚礼邀请亲朋好友前来见证！,婚礼邀请,婚礼邀请,无行业,无行业
zxw,ljh,1f6052b3-6981-498b-be22-2773ae8e6512,1602,http://www.rabbitpre.com/m/rqqE37QYH,炎黄孝慈中医“身心病痛速化”公益普及班, 炎黄孝慈中医“身心病痛速化”公益普及班   桂林天地人和健康产业有限公司,讲座,讲座;产品推广,医药用品,医疗
zxw,ljh,93694742-138d-4bad-bf24-3ecb37154581,1603,http://www.rabbitpre.com/m/YFzYzaz,莱美健身燃脂狂欢之夜,,演出,体育竞赛,运动健身,无行业
zxw,ljh,43d2e25f-b45e-40b0-bbc6-5a8bb957b1d3,1604,http://www.rabbitpre.com/m/MJzUbq,♬ سۆيگەننى سۆيۈپ قوي  ♬,,封禁,外文作品,无行业,无行业
zxw,ljh,1a271263-5445-4cb5-9d69-259280480938,1605,http://www.rabbitpre.com/m/JnNIZZZBC,上海建科工程咨询有限公司,青春活力炫彩，企业招聘模板！,招聘,招聘,建筑业,咨询
zxw,ljh,571b48aa-4ac7-4b2d-866c-97386c2597ac,1606,http://www.rabbitpre.com/m/fURQua6mr,2016，经济新常态与企业变革期下的职业经理人修炼之道！,经济新常态下如何通过自我学习，找准关键少走弯路，成长为更加卓越的优秀经理人，值得思考！,讲座,行业论坛,学校教育,无行业
zxw,ljh,40d3be01-7bf8-4891-9d11-05f690d5e2e5,1607,http://www.rabbitpre.com/m/RAYRIZRQe,东钱湖骑行,,朋友聚会,朋友聚会,运动健身,无行业
zxw,ljh,b39930ef-b1dc-4dd7-98e3-8d283bfdeea8,1608,http://www.rabbitpre.com/m/u6RnEvE,全球青年大创邀约,全球青年大创本着“创新驱动”国家战略为方向，以全球化视野为指引，着眼世界前沿科技，着力增强科技发,文化竞赛,行业论坛,其它社会服务,无行业
zxw,ljh,d6ec44ae-576b-4b56-ba4f-39eafc456c22,1609,http://www.rabbitpre.com/m/ayFJJvEJ,6团诚招兼/全职刷单员 不限时间地点 工资日结 永久可做！,给您提供一份永久可赚的平台！无需任何流动资金！日赚50-200元 多做多得...点击查看兼职详情..,招聘,封禁,无行业,无行业
zxw,ljh,14e50a13-b950-42ea-a524-42cfaa2710a5,1610,http://www.rabbitpre.com/m/u62Nm7YR3,品牌片 · 肌肤上的法国之美,魅嘉丽 · 肌肤管理第一品牌,产品推广,产品推广,护肤,护肤
zxw,ljh,2e81044d-7d78-432e-be28-e2b066259d40,1611,http://www.rabbitpre.com/m/BIBAInVBS,TMR杂志第二期,TMR是中国抗癌协会领导下专注于传统医学研究的英文期刊，已被万方数据收录。获巴山夜语中医传承基金支持,产品推广,事务性通知/科普,出版,出版;医疗
zxw,ljh,c829a411-87ee-4528-bf49-17de4b9ddae4,1612,http://www.rabbitpre.com/m/zaeArir,金锁安防招商合作会议邀请函,金锁安防诚邀您参加金锁安防招商合作会议，共解行业难题！,招商,产品推广,安保,安保
zxw,ljh,1408def1-3b64-4477-90fd-6b7f1a441547,1613,http://www.rabbitpre.com/m/vy727Ivqu,日月红红果店五一隆重开业,开业期间买满多少送多少代金卷，积赞送壕礼,开业,产品推广,生鲜水果,零售渠道
zxw,ljh,af12f586-ffb7-4c76-957a-eda3a8e4a0a2,1614,http://www.rabbitpre.com/m/yVZ3NAuyw,君子文化      民族基因,古有仁义礼智信，如今有什么？泱泱大国，礼仪之邦，君子文化，百端待举。,心灵鸡汤,产品推广,无行业,出版
zxw,ljh,f14aa58b-7923-4b41-8de2-926331ce9cf8,1615,http://www.rabbitpre.com/m/JBeMQQeao,老庙黄金积赞活动开始了,二道白河延百货长白山一楼老庙黄金5月2日到5月8号活动时间、数量有限先到先得、机不可失,产品推广,产品推广,珠宝,珠宝
zxw,ljh,8cb48f16-9b06-4183-b783-cc4b7d4d9b7e,1616,http://www.rabbitpre.com/m/UB27eM27c,二附院8大预约挂号方式，近千位专家任您挑！,挂号不排队，轻松就诊您也会！南大二附院8大预约挂号方式流程图，近千位专家任您挑！,事务性通知/科普,产品推广,医疗,医疗
zxw,ljh,2a8eb2bf-b5b1-42a5-89a7-1c4055474bc7,1617,http://www.rabbitpre.com/m/Au6AmbMuk,海盗冰雪王国狂欢派对邀请函,欢乐海岸椰林沙滩—7月14日晚海盗冰雪王国狂欢派对正式开幕,演出,产品推广,餐饮,其它休闲娱乐场所
zxw,ljh,717c1fab-a79a-4040-a62c-44fa93e1f672,1618,http://www.rabbitpre.com/m/UFVJFnU,万鑫食品2016中秋馅料暨新品发布会,这是一个领袖汇聚的盛宴，这是一个彰显实力的舞台，万鑫食品2016，打造黑龙江顶级烘焙原料盛会！,产品推广,产品推广,休闲食品,休闲食品
zxw,ljh,26e67da7-0399-4b74-b40f-67b17fc58581,1619,http://www.rabbitpre.com/m/NIZZfEBYa,美国马斯特超高性能豪华SUV花纹Sport100产品介绍！,,产品推广,产品推广,非生活消费品,非生活消费品
zxw,ljh,cbbb17c1-a963-4a64-8c52-3ee4093b988c,1620,http://www.rabbitpre.com/m/mVn7QmbU5,私募基金行业政策新规解读培训会,深圳市投资基金同业公会结合指引的发布背景和要求，牵头专业机构的相关专家，针对监管新规的要点难点，举办,行业论坛,行业论坛,其它金融服务（待分）,其它金融服务（待分）
zxw,ljh,9c9a0418-7455-4454-b1bf-bff8b3fbe713,1621,http://www.rabbitpre.com/m/z2Yfmm3,乐山大东北饭店欢迎您,凡乐山师院、理工的学生持学生证来本店消费者有口福了。,产品推广,产品推广,餐饮,餐饮
zxw,ljh,458dc81e-f62a-46dc-970e-ea432b44c257,1623,http://www.rabbitpre.com/m/EnFnriFZB,喜庆吉祥年 如意金佛来,工行上海市分行名山文化系列贵金属产品特惠活动,产品推广,产品推广,其它金融服务（待分）,珠宝
zxw,ljh,00ab8ad1-7f16-4911-a72e-5d5d64a72285,1624,http://www.rabbitpre.com/m/Qvm6fyc,Bigbang门票免费送,我要萌奇送我Bigbang票,产品推广,产品推广,其它3C产品,音乐
zxw,ljh,bd47339e-f57e-4f83-a9d3-dce26fb35bcf,1625,http://www.rabbitpre.com/m/7b22Qzs,华丽保温杯,安全 保温 健康 有颜值 华丽保温杯冬天好伴侣,产品推广,产品推广,常见生活日用(可考虑再细分),常见生活日用(可考虑再细分)
zxw,ljh,5fcc6b71-4ae6-49ae-89e3-0024e49cc6da,1626,http://www.rabbitpre.com/m/YRQYJJnbH,♫就今天，谁打开，谁发财！,♫就今天，谁打开，谁发财！,心灵鸡汤,心灵鸡汤,,无行业
zxw,ljh,02c72a32-e403-4d55-b81c-b12d84531f6d,1627,http://www.rabbitpre.com/m/eUvEvURIV,长虹&国美 先礼后冰 裸价狂奔,,产品推广,产品推广,购物中心,家电
zxw,ljh,6a6ef899-af86-4d69-902c-cb5a55563b26,1628,http://www.rabbitpre.com/m/2zN2rMuqS,“迎圣诞、庆周年”暨大师教学专场迎新晚会邀请函,欢迎您的到来，让我们相约在广东工贸职业技术学院礼堂。,演出,演出,学校教育,学校教育
zxw,ljh,30a6e4ee-11fe-44c8-b8e2-9f2e7ba03413,1629,http://www.rabbitpre.com/m/RmriFvaiI,宜春普利司通七月任性大放“价”，各种免费你不来？,迎来了新的七月，你是否有点小期待呢？宜春普利司通带来万份惊喜，各种免费等你领取！,产品推广,产品推广,非生活消费品,非生活消费品
zxw,ljh,4dfd86b6-8507-44ec-9610-cfcd9efb1d8d,1630,http://www.rabbitpre.com/m/AR7zm2z,中国人寿2016鑫猴献瑞新春祈福会,中国人寿武汉市分公司,产品推广,产品推广,保险,保险
zxw,ljh,6ba47040-6249-4654-8cfa-037651b84c1c,1631,http://www.rabbitpre.com/m/eMRFnaC,巷后吧3月14日盛大开业—特惠酬宾,我们的青春不散场！,产品推广,开业;产品推广,酒吧,酒吧
zxw,ljh,d1462900-1fb0-43fe-8f70-e9dae699b10c,1632,http://www.rabbitpre.com/m/32ERfeZ,麦宝2016成都春季糖酒会邀请函,麦宝与您3月相约成都，不见不散！,产品推广,招商,酒,休闲食品
zxw,ljh,5928fa21-f5ed-4b40-bfc0-35da1290e3dc,1633,http://www.rabbitpre.com/m/6AYZvU3NX,益生菌将替代抗生素！对孩子是一种救赎！,中国对抗生素的滥用程度已经严重超标，而好大夫牌多维锌益生菌粉有望替代抗生素，实现“以菌治菌”。,事务性通知/科普,产品推广,医疗,保健品/OTC
zxw,ljh,49a832ea-eb16-4b77-9ced-14edb839a2d3,1634,http://www.rabbitpre.com/m/fQRBzy8,路桥农村合作银行给您拜年啦！,路桥农村合作银行给您拜年啦！,产品推广,产品推广,银行,理财
zxw,ljh,073f80b4-358d-4dcc-a5c2-29d5fa76ba1f,1635,http://www.rabbitpre.com/m/Rz2i228,安通博纳品牌介绍,100%德国原装进口纯天然骨关节营养保护剂。,产品推广,产品推广,保健品/OTC,保健品/OTC
zxw,ljh,ee1d2378-3d6d-4902-9b77-363ccc6b0572,1636,http://www.rabbitpre.com/m/faUfMQAAK,王氏商会成立五年首笔赞助到账,王氏商会成立五周年之际，王健鸣率先赞助1万现金和价值4万的茅台酒已到账。联系65400808,年会/庆典,行业论坛,其它金融服务（待分）,无行业
zxw,ljh,59d4702f-2748-48a1-9337-41b8336c0961,1637,http://www.rabbitpre.com/m/6YJB2zriy,省轻工业技师学院,猴年祥瑞贺新年2016文艺汇演,演出,演出,学校教育,学校教育
zxw,ljh,ef25bf64-d944-442e-b5ce-743648077328,1638,http://www.rabbitpre.com/m/I3j7IRe6h,南都集团首席讲师齐家银长篇小说《草根》研讨会邀请函,长篇小说《草根》开展研讨会，诚邀众多专家莅临指导！,行业论坛,行业论坛,出版,出版
zxw,ljh,5bd94f29-6188-4c1b-8bd6-369897bde03f,1639,http://www.rabbitpre.com/m/URVNnek,共渡难关！海事旗飘扬在防洪第一线！,江湖告急！洪水无情，湖北港航海事在坚守。,心灵鸡汤,政府事务,,政府综合服务
